Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update
147.34,0.6,100,K7UCS,"Goshen, West Mountain",UT,OPEN,,160.4,NW,,147.34,147.94,100,Utah,DN40cc,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. Cedar Valley and its surrounding communities.,Utah Co ARES,E-power.,UCARES: Tues at 21:00.,http://www.ucares.org,UVHFS,
