Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,On-air,Sponsor,Coordination,Last update
146.82,-0.6,,N7KQ,Clay Springs,AZ,OPEN,,249,SW,,146.82,146.22,,162.2,Navajo,Unknown,"MCRG,  Horned Toad Acres Wireless Assoc",ARCA,
