Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Last update
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,256,NE,,444.125,449.125,114.8,Scotts Bluff,On-Air,Wide area,SBCEMA,Linked to Albin (147.165) and Cheyenne (146.775),
