Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,214.2,E,,145.295,144.695,,Logan,Off-Air,Wide area,NECARA,"Autopatch, e-power.",CCARC,
