Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,EchoLink,IRLP,Coordination,Last update
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,147.6,S,,443.85,448.85,103.5,Bernalillo,On-Air,KC0QIZ,881226,3818,NMFCC,
