Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,211.3,ESE,,447.725,442.725,100,100,El Paso,On-Air,Local.,K0NR,30,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,
