Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,IRLP,Nets,Coordination,Last update
146.73,-0.6,123,W7TAR,"Teton Village, Rendezvous Mountain",WY,OPEN,I,283.7,NW,,146.73,146.13,123,118.8,Teton,On-Air,Wide area.,Teton Amateur Radio Repeater Assoc (TARRA),Jackson Hole Area ARC,3464,JHAARC: Mon at 20:00. Also on IRLP Reflector 9454,WRCG,
