Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.575,-5,,WA7KMF,Riverside,UT,OPEN,,232,NNW,,449.575,444.575,,WA7KMF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",Box Elder,On-Air,Wasatch Front from Ogden to the Utah/Idaho border.,Bridgerland ARC,"Remote base, 4,839', linked to (449.800).",UVHFS,
