Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Features,Coordination,Last update
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,50.9,S,,447.4,442.4,,San Juan,Unknown,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Cactus-Intertie,11,UVHFS,
