Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,152.8,NW,,449.3,444.3,88.5,Sevier,Off-Air,Wide area.,W7DHH,"Remote base, 10,020'.",http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,
