Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.975,-5,,WA7GIE,"Vernon, Black Crook Peak",UT,CLOSED,,187.3,WNW,,448.975,443.975,,Tooele,Off-Air,Wide area: Tooele Valley and communities from Grantsville down toward Vernon.,Desert ARS,Cactus-Intertie,9,UVHFS,
