Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Coordination,Last update
447.625,-5,100,K7YI,"Castle Dale, Horn Mountain",UT,OPEN,,96.2,WNW,,447.625,442.625,100,Emery,On-Air,Wide area.,San Rafael Cactus Assoc,Cactus-Intertie,UVHFS,
