Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.65,-5,,KB6BOB,"Cedar City, Blowhard Mountain",UT,CLOSED,,195.6,WSW,,448.65,443.65,,Iron,Unknown,"Wide area: St. George and the neighboring communities. The area of Washington County as a whole, including parts of neighboring counties and states south and west of St. George.",Desert RS,Cactus-Intertie,"Remote base, 10,640'.",UVHFS,
