Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
449,-5,,WA7GIE,"Salt Lake City, Nelson Peak",UT,CLOSED,,173.5,NW,,449,444,,Salt Lake,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Desert ARS,Cactus-Intertie,9,UVHFS,
