Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Affiliate,Features,IRLP,Coordination,Last update
146.72,-0.6,100,WB7REL,"East Salina, Salina Canyon",UT,OPEN,I,112.9,W,,146.72,146.12,100,San Pete,On-Air,Skyline,Skyline Repeater System,7,3576,UVHFS,
